מזהה,"מק""ט",שם,תיאור קצר,מלאי,מחיר רגיל
3294,,חליפת BJJ GI COMPETITOR - SINGLE WEAVE - BLUE,,5,699
3295,,חליפת BJJ GI COMPETITOR - SINGLE WEAVE - BLUE,,5,699
3296,,חליפת BJJ GI COMPETITOR - SINGLE WEAVE - BLUE,,5,699
3297,,חליפת BJJ GI COMPETITOR - SINGLE WEAVE - BLUE,,5,699
3299,adidasbjjbrazil,חליפת JJ280 black ADIDAS,"חליפת ג`יו ג`יטסו מקצועית, נוחה ועמידה תוצרת אדידס. חליפה איכותית ומקצועית המתאימה למתאמנים בכל הרמות.",5,
3300,,חליפת JJ280 black ADIDAS,,5,449
3301,,חליפת JJ280 black ADIDAS,,5,449
3302,,חליפת JJ280 black ADIDAS,,5,449
3303,,חליפת JJ280 black ADIDAS,,5,449
3304,,חליפת JJ500B BRAZILIAN FLAG ADIDAS,"חליפת ג`יו ג`יטסו מקצועית, נוחה ועמידה תוצרת אדידס. חליפה איכותית מבד עבה וצפוף עם תוספת פסים בצבעי הדגל הברזילאי.",5,
3305,,חליפת JJ500B BRAZILIAN FLAG ADIDAS - 180 ס״מ,,4,500
3306,,חליפת JJ500B BRAZILIAN FLAG ADIDAS - 170 ס״מ,,4,500
3307,,חליפת JJ500B BRAZILIAN FLAG ADIDAS - 160 ס״מ,,5,500
3308,,חליפת JJ500B BRAZILIAN FLAG ADIDAS - 150 ס״מ,,5,500
3309,J250Eb,חליפת ג`ודו אדידס כחולה ADIDAS J250,"חליפת ג`ודו טובה ופשוטה מותאמת לילדים ונוער בתחילת דרכם.\n\nהחליפה מורכבת מ-70 אחוז כותנה ומ-30 אחוז פוליאסטר\n\n3 פסי אדידס כחולים על הכתפיים. כוללת חגורה לבנה במארז.\n\nהמחיר הוא לגודל 100 ס``מ\n\n&nbsp;\n\n&nbsp;\n\n<span style=""color: #ff0000;""><strong>רוצים לעשות משלוח אבל מפחדים שהמידה לא תתאים?</strong></span>\n<span style=""color: #ff0000;""> <strong> באקסוור תוכלו להחזיר את החליפה אלינו לחנות במשלוח חזרה ותחויבו רק על המשלוח!!</strong></span>",,
3310,adj250b-150,חליפת ג`ודו אדידס כחולה ADIDAS J250 - 150 ס״מ,,0,259
3311,adj250b-140,חליפת ג`ודו אדידס כחולה ADIDAS J250 - 140 ס״מ,,0,249
3312,adj250b-130,חליפת ג`ודו אדידס כחולה ADIDAS J250 - 130 ס״מ,,0,239
3313,adj250b-120,חליפת ג`ודו אדידס כחולה ADIDAS J250 - 120 ס״מ,,0,229
3314,adj250b-110,חליפת ג`ודו אדידס כחולה ADIDAS J250 - 110 ס״מ,,0,219
3315,J200,חליפת ג`ודו אדידס ADIDAS J200 - לבן/כחול,"חליפת ג`ודו לילדים דקה ונוחה. מתאימה למתחילים.חליפת ג`ודו זו אינה בעובי חליפת ג`ודו מסורתית אלא קלה ושטוחה יותר. אידאלית למתחילים , ילדים ונערים . פסי אדידס כחולים על הכתפיים. המחיר הוא לגודל 100 ס``מ\n\n<strong>אספקה ארוכה מהרגיל- עד 10 ימי עסקים</strong>\n\n<span style=""color: #ff0000;""><strong>רוצים לעשות משלוח אבל מפחדים שהמידה לא תתאים?</strong></span>\n<span style=""color: #ff0000;""> <strong> באקסוור תוכלו להחזיר את החליפה אלינו לחנות במשלוח חזרה ותחויבו רק על המשלוח!!</strong></span>",,
3324,j-350e40,חליפת ג`ודו אדידס ADIDAS J250,"חליפת ג`ודו טובה ופשוטה מותאמת לילדים ונוער בתחילת דרכם.\nהחליפה מורכבת מ-70 אחוז כותנה ומ-30 אחוז פוליאסטר.\n3 פסי אדידס כחולים על הכתפיים.\nכוללת חגורה לבנה במארז.\n\n&nbsp;\n\n&nbsp;\n\n<strong><span style=""color: #ff0000;"">רוצים לעשות משלוח אבל מפחדים שהמידה לא תתאים?</span></strong>\n<strong> <span style=""color: #ff0000;"">באקסוור תוכלו להחזיר את החליפה אלינו לחנות במשלוח חזרה ותחויבו רק על המשלוח!!</span></strong>",,
3325,adj250w-170,חליפת ג`ודו אדידס ADIDAS J250 - 170 ס״מ,,0,259
3326,adj250w-160,חליפת ג`ודו אדידס ADIDAS J250 - 160 ס״מ,,3,249
3327,adj250w-150,חליפת ג`ודו אדידס ADIDAS J250 - 150 ס״מ,,0,239
3328,adj250w-140,חליפת ג`ודו אדידס ADIDAS J250 - 140 ס״מ,,0,229
3329,adj250w-130,חליפת ג`ודו אדידס ADIDAS J250 - 130 ס״מ,,4,219
3330,adj250w-120,חליפת ג`ודו אדידס ADIDAS J250 - 120 ס״מ,,,209
3331,adj250w-,חליפת ג`ודו אדידס ADIDAS J250 - 110 ס״מ,,1,199
3332,20 j-350e,חליפת ג`ודו אדידס ADIDAS J350 לבנה,"חליפת ג`ודו איכותית לילדים, נוער ובוגרים.\n\nהחליפה מורכבת מ-70 אחוז כותנה ומ-30 אחוז פוליאסטר.\n\n&nbsp;",,
3333,adj350w-190,חליפת ג`ודו אדידס ADIDAS J350 לבנה - 190 ס״מ,,0,350
3334,adj350w-180,חליפת ג`ודו אדידס ADIDAS J350 לבנה - 180 ס״מ,,0,340
3335,adj350w-170,חליפת ג`ודו אדידס ADIDAS J350 לבנה - 170 ס״מ,,3,330
3336,adj350w-160,חליפת ג`ודו אדידס ADIDAS J350 לבנה - 160 ס״מ,,0,320
3337,adj350w-,חליפת ג`ודו אדידס ADIDAS J350 לבנה - 150 ס״מ,,5,310
3338,adj350w-140,חליפת ג`ודו אדידס ADIDAS J350 לבנה - 140 ס״מ,,0,300
3339,adj350w-130,חליפת ג`ודו אדידס ADIDAS J350 לבנה - 130 ס״מ,,3,290
3340,adj350w-120,חליפת ג`ודו אדידס ADIDAS J350 לבנה - 120 ס״מ,,4,280
3341,adj350w-110,חליפת ג`ודו אדידס ADIDAS J350 לבנה - 110 ס״מ,,0,270
3342,,חליפת ג`ודו אדידס ADIDAS J350 בצבע כחול,"חליפת ג`ודו איכותית לילדים, נוער ובוגרים.\n\nהחליפה מורכבת מ-70 אחוז כותנה ומ-30 אחוז פוליאסטר.\n\n&nbsp;\n\n&nbsp;\n\n&nbsp;\n\n&nbsp;\n\n<span style=""color: #ff0000;""><strong>רוצים לעשות משלוח אבל מפחדים שהמידה לא תתאים?</strong></span>\n<span style=""color: #ff0000;""> <strong> באקסוור תוכלו להחזיר את החליפה אלינו לחנות במשלוח חזרה ותחויבו רק על המשלוח!!</strong></span>",,
3343,adj350b-170,חליפת ג`ודו אדידס ADIDAS J350 בצבע כחול - 170 ס״מ,,1,340
3344,adj350b-160,חליפת ג`ודו אדידס ADIDAS J350 בצבע כחול - 160 ס״מ,,0,330
3345,adj350b-150,חליפת ג`ודו אדידס ADIDAS J350 בצבע כחול - 150 ס״מ,,0,320
3346,adj350b-140,חליפת ג`ודו אדידס ADIDAS J350 בצבע כחול - 140 ס״מ,,0,310
3347,adj350b-130,חליפת ג`ודו אדידס ADIDAS J350 בצבע כחול - 130 ס״מ,,0,300
3348,adj350b-120,חליפת ג`ודו אדידס ADIDAS J350 בצבע כחול - 120 ס״מ,,1,290
3349,adj350b-110,חליפת ג`ודו אדידס ADIDAS J350 בצבע כחול - 110 ס״מ,,1,280
3350,,חליפת ג`ודו לבנה אדידס ADIDAS J500,חליפת ג`ודו אייכותית המתאימה לספורטאים בתחילת דרכם התחרותית. החליפה אינה כבדה אך יחד עם זאת מקצועית ונוחה. המחיר הוא לגודל 100 ס``מ,,
3351,,חליפת ג`ודו לבנה אדידס ADIDAS J500 - 150 ס״מ,,0,480
3352,,חליפת ג`ודו לבנה אדידס ADIDAS J500 - 170 ס״מ,,0,500
3353,,חליפת ג`ודו לבנה אדידס ADIDAS J500 - 180 ס״מ,,3,510
3354,,חליפת ג`ודו לבנה אדידס ADIDAS J500 - 190 ס״מ,,0,520
3355,,חליפת ג`ודו לבנה אדידס ADIDAS J500 - 160 ס״מ,,0,500
3358,J500E,חליפת ג`ודו אדידס כחולה ADIDAS J500,חליפת ג`ודו אייכותית המתאימה לספורטאים בתחילת דרכם התחרותית. החליפה אינה כבדה אך יחד עם זאת מקצועית ונוחה. המחיר הוא לגודל 100 ס``מ,5,
3359,,חליפת ג`ודו אדידס כחולה ADIDAS J500 - 180 ס״מ,,5,490
3360,,חליפת ג`ודו אדידס כחולה ADIDAS J500 - 170 ס״מ,,5,480
3361,,חליפת ג`ודו אדידס כחולה ADIDAS J500 - 160 ס״מ,,4,470
3362,,חליפת ג`ודו אדידס כחולה ADIDAS J500 - 150 ס״מ,,3,460
3363,,חליפת ג`ודו אדידס כחולה ADIDAS J500 - 140 ס״מ,,4,450
3364,,חליפת ג`ודו אדידס כחולה ADIDAS J500 - 130 ס״מ,,5,430
3365,,חליפת ג`ודו אדידס כחולה ADIDAS J500 - 120 ס״מ,,5,420
3366,,חליפת ג`ודו אדידס כחולה ADIDAS J500 - 110 ס״מ,,5,410
3367,,חליפת ג`ודו אדידס ADIDAS J930,חליפת אדידס IMPROVED המקצועית ביותר. מאושרת על ידי האיגוד הבינלאומי. המחיר הוא ל-150 ס``מ,5,
3368,,חליפת ג`ודו אדידס ADIDAS J930 - 200 ס״מ,,5,750
3369,,חליפת ג`ודו אדידס ADIDAS J930 - 195 ס״מ,,5,745
3370,,חליפת ג`ודו אדידס ADIDAS J930 - 190 ס״מ,,5,740
3371,,חליפת ג`ודו אדידס ADIDAS J930 - 180 ס״מ,,5,730
3372,,חליפת ג`ודו אדידס ADIDAS J930 - 170 ס״מ,,5,720
3373,,חליפת ג`ודו אדידס ADIDAS J930 - 160 ס״מ,,5,710
3374,,חליפת ג`ודו אדידס ADIDAS J930 - 155 ס״מ,,5,705
3375,,חליפת ג`ודו אדידס ADIDAS J930 - 150 ס״מ,,5,700
3376,,חליפת ג`ודו אדידס ADIDAS J930 בצבע כחול IJF APPROVED,חליפת אדידס IJF APPROVED המקצועית ביותר. מאושרת על ידי האיגוד הבינלאומי.,,
3377,,"חליפת ג`ודו אדידס ADIDAS J930 בצבע כחול IJF APPROVED - 185 ס""מ",,0,800
3378,,חליפת ג`ודו אדידס ADIDAS J930 בצבע כחול IJF APPROVED - 180 ס״מ,,0,800
3379,,חליפת ג`ודו אדידס ADIDAS J930 בצבע כחול IJF APPROVED - 175 ס״מ,,0,800
3380,,חליפת ג`ודו אדידס ADIDAS J930 בצבע כחול IJF APPROVED - 170 ס״מ,,0,800
3381,,חליפת ג`ודו אדידס ADIDAS J930 בצבע כחול IJF APPROVED - 165 ס״מ,,0,800
3382,,חליפת ג`ודו אדידס ADIDAS J930 בצבע כחול IJF APPROVED - 160 ס״מ,,0,800
3383,,חליפת ג`ודו אדידס ADIDAS J930 בצבע כחול IJF APPROVED - 155 ס״מ,,0,800
3384,,חליפת ג`ודו אדידס ADIDAS J930 בצבע כחול IJF APPROVED - 150 ס״מ,,1,800
3388,,חליפת ג`ודו כחולה 350G מבית אקסוור,"חליפת ג`ודו כחולה איכותית וחזקה במיוחד לילדים, נוער ובוגרים.\n\nהחליפה עשויה<strong> 100% כותנה</strong>, נוחה ועמידה .\n\nעכשיו במבצע!!\n\n<span style=""color: #ff0000;""><strong>רוצים לעשות משלוח אבל מפחדים שהמידה לא תתאים?</strong></span>\n<span style=""color: #ff0000;""> <strong> באקסוור תוכלו להחזיר את החליפה אלינו לחנות במשלוח חזרה ותחויבו רק על המשלוח!!</strong></span>",,
3389,GIJFL-110,חליפת ג`ודו כחולה 350G מבית אקסוור - 110 ס״מ,,0,220
3390,GIJFL-90,"חליפת ג`ודו כחולה 350G מבית אקסוור - 90 ס""מ",,0,220
3391,GIJFL-100,"חליפת ג`ודו כחולה 350G מבית אקסוור - 100 ס""מ",,0,220
3403,,חליפת ונום ELITE LIGHT ג'יוג'יטסו  + תרמיל גב - שחור,"&nbsp;\n\nחליפה ג'יגיטסו קלה מבית ונום!!!\n\nחלקה העליון הוא 340 גרם - משקל קל לניצחון קל בג'יו ג'יטסו\n\nהקימונו של ונום משתמשת בחומרים הכי איכותיים שיש כדי לספק ציוד עמיד לכל\n\nמתאמני הג'יגי'טסו",5,
3404,,חליפת ונום ELITE LIGHT ג'יוג'יטסו  + תרמיל גב - שחור - A4: 190cm and above,,0,799
3405,,חליפת ונום ELITE LIGHT ג'יוג'יטסו  + תרמיל גב - שחור - A3: 185cm,,0,799
3406,,חליפת ונום ELITE LIGHT ג'יוג'יטסו  + תרמיל גב - שחור - A2.5: 175cm to 180cm,,0,799
3407,,חליפת ונום ELITE LIGHT ג'יוג'יטסו  + תרמיל גב - שחור - A2: 170cm to 175cm,,0,799
3408,,חליפת ונום ELITE LIGHT ג'יוג'יטסו  + תרמיל גב - שחור - A1.5: 165cm to 170cm,,0,799
3409,,חליפת ונום ELITE LIGHT ג'יוג'יטסו  + תרמיל גב - שחור - A1 - 165cm,,2,799
3410,,חליפת ג׳יוג׳יטסו ילדים CHALLENGER kids 2.0 +תרמיל גב - כחול,חליפת ג`וג`יטסו מקצועית תוכננה ונבנתה במיוחד לילדים. משקל החליפה 410 גרם מבד עמיד בפני התכווצות. תפירה משולשת לכל חלקי החליפה חליפה עמידה במיוחד. חליפה נוחה במיוחד שכל מקצוען ימליץ עליה.,0,
3421,,חליפת ג׳יוג׳יטסו ילדים CHALLENGER kids 2.0 +תרמיל גב - כחול - c3,,3,449
3422,,חליפת ג׳יוג׳יטסו ילדים CHALLENGER kids 2.0 +תרמיל גב - כחול - c2,,3,449
3423,,חליפת ג׳יוג׳יטסו ילדים CHALLENGER kids 2.0 +תרמיל גב - כחול - c1,,5,449
3424,,חליפת ג׳יוג׳יטסו ילדים CHALLENGER kids 2.0 +תרמיל גב - כחול - c0,,4,449
3425,,חליפת ג׳יוג׳יטסו ילדים CHALLENGER kids 2.0 +תרמיל גב - כחול - c00,,5,449
3426,VENUM-1274,חליפת קראטה VENUM ABSOLUTE KARATE GI - WHITE,"חליפת קראטה מדגם ABSOLUTE של ונום - חליפה איכותית במיוחד, מותאמת לכול סוגי האימונים בקראטה כולל קאטות ואימוני טכניקות שונות. עשוי מ-100 אחוז כותנה לייבוש מהיר, משקל 13.5 OZ.",5,
3427,,חליפת קראטה VENUM ABSOLUTE KARATE GI - WHITE - 190 ס״מ,,2,899
3428,,חליפת קראטה VENUM ABSOLUTE KARATE GI - WHITE - 170 ס״מ,,0,899
3429,,חליפת קראטה VENUM ABSOLUTE KARATE GI - WHITE - 160 ס״מ,,0,899
3430,,חליפת קראטה VENUM ABSOLUTE KARATE GI - WHITE - 150 ס״מ,,0,899
3431,VENUM-1271,חליפת קראטה ונום VENUM CHALLENGER KARATE GI - WHITE,"חליפת הקראטה VENUM CHALLENGER KARATE GI קלה העשויה מ-100 אחוז כותנה,עשויה מבד עמיד במיוחד היוצרת התאמה מושלמת למתאמן בקרב או באימונים.",,
3432,,חליפת קראטה ונום VENUM CHALLENGER KARATE GI - WHITE - 180 ס״מ,,0,449
3433,,חליפת קראטה ונום VENUM CHALLENGER KARATE GI - WHITE - 170 ס״מ,,0,449
3434,,חליפת קראטה ונום VENUM CHALLENGER KARATE GI - WHITE - 160 ס״מ,,0,449
3435,,חליפת קראטה ונום VENUM CHALLENGER KARATE GI - WHITE - 150 ס״מ,,0,449
3436,,חליפת קראטה ונום VENUM CHALLENGER KARATE GI - WHITE - 140 ס״מ,,4,449
3437,VENUM-1273,חליפת קראטה VENUM ELITE KATA KARATE GI,"חליפת הקראטה VENUM ELITE KATA KARATE GI נוסתה על ידי אלופי העולם בקרטה סנדי סקורדו ואנטוניו דיאז חליפה המאושרת על ידי הפדרציה העולמית לקראטה, עשויה מבד עמיד וקשיח ומ-100 אחוז כותנה לייבוש מהיר.",5,
3438,,חליפת קראטה VENUM ELITE KATA KARATE GI - 190 ס״מ,,5,849
3439,699,חליפת קראטה VENUM ELITE KATA KARATE GI - 180 ס״מ,,4,849
3440,,חליפת קראטה VENUM ELITE KATA KARATE GI - 170 ס״מ,,5,849
3441,,חליפת קראטה VENUM ELITE KATA KARATE GI - 160 ס״מ,,5,849
3442,,חליפת קראטה VENUM ELITE KATA KARATE GI - 175 ס״מ,,5,849
3443,10115,חליפת קראטה אדידס Adidas k200,"<span style=""color: #000000;"">חליפת קראטה פשוטה למתחילים, מתאימה גם לג`ודאים מתחילים. </span>\n\n<span style=""color: #000000;"">חליפה נוחה ואיכותית תוצרת אדידס.</span>\n\n&nbsp;\n\n<span style=""color: #ff0000;""><strong>רוצים לעשות משלוח אבל מפחדים שהמידה לא תתאים?</strong></span>\n<span style=""color: #ff0000;""> <strong> באקסוור תוכלו להחזיר את החליפה אלינו לחנות במשלוח חזרה ותחויבו רק על המשלוח!!</strong></span>",,
